sample_id,model,faithfulness_score,num_transitions,num_justified,avg_confidence
pilot_0943,gpt-5,1.0,0,0,
pilot_0952,gpt-5,1.0,0,0,
pilot_0957,gpt-5,1.0,0,0,
pilot_0958,gpt-5,1.0,0,0,
pilot_0960,gpt-5,1.0,0,0,
pilot_0970,gpt-5,1.0,0,0,
pilot_0971,gpt-5,1.0,0,0,
pilot_0982,gpt-5,1.0,0,0,
pilot_0984,gpt-5,1.0,0,0,
pilot_0988,gpt-5,1.0,0,0,
pilot_1101,gpt-5,1.0,0,0,
pilot_1102,gpt-5,1.0,0,0,
pilot_1116,gpt-5,1.0,0,0,
pilot_1122,gpt-5,1.0,0,0,
pilot_1133,gpt-5,1.0,0,0,
pilot_1134,gpt-5,1.0,0,0,
pilot_1142,gpt-5,1.0,0,0,
pilot_1145,gpt-5,1.0,0,0,
pilot_1147,gpt-5,1.0,0,0,
pilot_1151,gpt-5,1.0,0,0,
pilot_1154,gpt-5,1.0,0,0,
pilot_1166,gpt-5,1.0,0,0,
pilot_1172,gpt-5,1.0,0,0,
pilot_1174,gpt-5,1.0,0,0,
pilot_1175,gpt-5,1.0,0,0,
pilot_1184,gpt-5,1.0,0,0,
pilot_1186,gpt-5,1.0,0,0,
pilot_1193,gpt-5,1.0,0,0,
pilot_1198,gpt-5,1.0,0,0,
pilot_1199,gpt-5,1.0,0,0,
pilot_1212,gpt-5,1.0,0,0,
pilot_1217,gpt-5,1.0,0,0,
pilot_1220,gpt-5,1.0,0,0,
pilot_1224,gpt-5,1.0,0,0,
pilot_1233,gpt-5,1.0,0,0,
pilot_1235,gpt-5,1.0,0,0,
pilot_1240,gpt-5,1.0,0,0,
pilot_1245,gpt-5,1.0,0,0,
pilot_1249,gpt-5,1.0,0,0,
pilot_1250,gpt-5,1.0,0,0,
pilot_1255,gpt-5,1.0,0,0,
pilot_1263,gpt-5,1.0,0,0,
pilot_1268,gpt-5,1.0,0,0,
pilot_1280,gpt-5,1.0,0,0,
pilot_1282,gpt-5,1.0,0,0,
pilot_1293,gpt-5,1.0,0,0,
pilot_1319,gpt-5,1.0,0,0,
pilot_1321,gpt-5,1.0,0,0,
pilot_1324,gpt-5,1.0,0,0,
pilot_1325,gpt-5,1.0,0,0,
pilot_1326,gpt-5,1.0,0,0,
pilot_1334,gpt-5,1.0,0,0,
pilot_1340,gpt-5,1.0,0,0,
pilot_1343,gpt-5,1.0,0,0,
pilot_1363,gpt-5,1.0,0,0,
pilot_1395,gpt-5,1.0,0,0,
pilot_1396,gpt-5,1.0,0,0,
pilot_1403,gpt-5,1.0,0,0,
pilot_1404,gpt-5,1.0,0,0,
pilot_1406,gpt-5,1.0,0,0,
pilot_1426,gpt-5,1.0,0,0,
pilot_1429,gpt-5,1.0,0,0,
pilot_1432,gpt-5,1.0,0,0,
pilot_1439,gpt-5,1.0,0,0,
pilot_1443,gpt-5,1.0,0,0,
pilot_1444,gpt-5,1.0,0,0,
pilot_1448,gpt-5,1.0,0,0,
pilot_1454,gpt-5,1.0,0,0,
pilot_1461,gpt-5,1.0,0,0,
pilot_1474,gpt-5,1.0,0,0,
pilot_1487,gpt-5,1.0,0,0,
pilot_1490,gpt-5,1.0,0,0,
pilot_1499,gpt-5,1.0,0,0,
pilot_0117,gpt-5,0.0,1,0,50.0
pilot_0154,gpt-5,0.0,1,0,50.0
pilot_0155,gpt-5,0.0,1,0,50.0
pilot_0111,gpt-5,0.0,1,0,50.0
pilot_0128,gpt-5,0.0,1,0,50.0
pilot_0126,gpt-5,0.0,1,0,50.0
pilot_0151,gpt-5,0.0,2,0,50.0
pilot_0103,gpt-5,0.0,2,0,50.0
pilot_0106,gpt-5,0.0,2,0,50.0
pilot_0124,gpt-5,0.0,2,0,50.0
pilot_0144,gpt-5,0.0,1,0,50.0
pilot_0121,gpt-5,0.0,1,0,50.0
pilot_0129,gpt-5,0.0,1,0,50.0
pilot_0114,gpt-5,0.0,1,0,50.0
pilot_0145,gpt-5,0.0,1,0,50.0
pilot_0125,gpt-5,0.0,1,0,50.0
pilot_0107,gpt-5,0.0,1,0,50.0
pilot_0123,gpt-5,0.0,1,0,50.0
pilot_0122,gpt-5,0.0,2,0,50.0
pilot_0116,gpt-5,0.0,2,0,50.0
pilot_0105,gpt-5,0.0,2,0,50.0
pilot_0136,gpt-5,0.0,2,0,50.0
pilot_0118,gpt-5,0.0,2,0,50.0
pilot_0120,gpt-5,0.0,2,0,50.0
pilot_0143,gpt-5,0.0,2,0,50.0
pilot_0109,gpt-5,0.0,2,0,50.0
pilot_0104,gpt-5,0.0,2,0,50.0
pilot_0102,gpt-5,0.0,2,0,50.0
pilot_0175,gpt-5,0.0,1,0,50.0
pilot_0131,gpt-5,0.0,2,0,50.0
pilot_0150,gpt-5,0.0,3,0,50.0
pilot_0137,gpt-5,0.0,3,0,50.0
pilot_0160,gpt-5,0.0,3,0,50.0
pilot_0119,gpt-5,0.0,2,0,50.0
pilot_0188,gpt-5,0.0,1,0,50.0
pilot_0101,gpt-5,0.0,3,0,50.0
pilot_0135,gpt-5,0.0,3,0,50.0
pilot_0148,gpt-5,0.0,3,0,50.0
pilot_0174,gpt-5,0.0,2,0,50.0
pilot_0184,gpt-5,0.0,2,0,50.0
pilot_0201,gpt-5,0.0,1,0,50.0
pilot_0202,gpt-5,0.0,1,0,50.0
pilot_0196,gpt-5,0.0,2,0,50.0
pilot_0195,gpt-5,0.0,2,0,50.0
pilot_0189,gpt-5,0.0,2,0,50.0
pilot_0187,gpt-5,0.0,2,0,50.0
pilot_0198,gpt-5,0.0,1,0,50.0
pilot_0204,gpt-5,0.0,2,0,50.0
pilot_0207,gpt-5,0.0,2,0,50.0
pilot_0146,gpt-5,0.0,2,0,50.0
pilot_0115,gpt-5,0.25,2,1,50.0
pilot_0211,gpt-5,0.0,3,0,50.0
pilot_0212,gpt-5,0.0,2,0,50.0
pilot_0210,gpt-5,0.0,2,0,50.0
pilot_0170,gpt-5,0.0,1,0,50.0
pilot_0185,gpt-5,0.0,1,0,50.0
pilot_0190,gpt-5,0.0,1,0,50.0
pilot_0165,gpt-5,0.0,2,0,50.0
pilot_0172,gpt-5,0.0,2,0,50.0
pilot_0110,gpt-5,0.16666666666666666,3,1,50.0
pilot_0182,gpt-5,0.0,1,0,50.0
pilot_0113,gpt-5,0.0,2,0,50.0
pilot_0194,gpt-5,0.0,1,0,50.0
pilot_0149,gpt-5,0.0,3,0,50.0
pilot_0156,gpt-5,0.0,2,0,50.0
pilot_0127,gpt-5,0.0,2,0,50.0
pilot_0224,gpt-5,0.0,1,0,50.0
pilot_0226,gpt-5,0.0,1,0,50.0
pilot_0183,gpt-5,0.0,3,0,50.0
pilot_0168,gpt-5,0.0,3,0,50.0
pilot_0191,gpt-5,0.0,1,0,50.0
pilot_0153,gpt-5,0.0,3,0,50.0
pilot_0132,gpt-5,0.0,2,0,50.0
pilot_0181,gpt-5,0.0,2,0,50.0
pilot_0197,gpt-5,0.0,2,0,50.0
pilot_0193,gpt-5,0.0,2,0,50.0
pilot_0222,gpt-5,0.0,2,0,50.0
pilot_0186,gpt-5,0.0,3,0,50.0
pilot_0215,gpt-5,0.0,3,0,50.0
pilot_0237,gpt-5,0.0,1,0,50.0
pilot_0242,gpt-5,0.0,1,0,50.0
pilot_0246,gpt-5,0.0,1,0,50.0
pilot_0243,gpt-5,0.0,1,0,50.0
pilot_0244,gpt-5,0.0,1,0,50.0
pilot_0234,gpt-5,0.0,2,0,50.0
pilot_0140,gpt-5,0.0,3,0,50.0
pilot_0173,gpt-5,0.0,2,0,50.0
pilot_0169,gpt-5,0.0,2,0,50.0
pilot_0139,gpt-5,0.0,3,0,50.0
pilot_0158,gpt-5,0.0,3,0,50.0
pilot_0214,gpt-5,0.0,3,0,50.0
pilot_0240,gpt-5,0.0,2,0,50.0
pilot_0247,gpt-5,0.0,2,0,50.0
pilot_0252,gpt-5,0.0,1,0,50.0
pilot_0205,gpt-5,0.0,2,0,50.0
pilot_0147,gpt-5,0.0,3,0,50.0
pilot_0138,gpt-5,0.0,3,0,50.0
pilot_0249,gpt-5,0.0,2,0,50.0
pilot_0177,gpt-5,0.0,3,0,50.0
pilot_0163,gpt-5,0.0,2,0,50.0
pilot_0200,gpt-5,0.0,2,0,50.0
pilot_0238,gpt-5,0.0,3,0,50.0
pilot_0241,gpt-5,0.0,3,0,50.0
pilot_0203,gpt-5,0.0,2,0,50.0
pilot_0230,gpt-5,0.0,3,0,50.0
pilot_0269,gpt-5,0.0,1,0,50.0
pilot_0228,gpt-5,0.0,2,0,50.0
pilot_0223,gpt-5,0.0,2,0,50.0
pilot_0208,gpt-5,0.0,2,0,50.0
pilot_0255,gpt-5,0.0,2,0,50.0
pilot_0213,gpt-5,0.0,3,0,50.0
pilot_0259,gpt-5,0.0,2,0,50.0
pilot_0264,gpt-5,0.0,2,0,50.0
pilot_0263,gpt-5,0.0,3,0,50.0
pilot_0282,gpt-5,0.0,2,0,50.0
pilot_0277,gpt-5,0.0,2,0,50.0
pilot_0276,gpt-5,0.0,2,0,50.0
pilot_0171,gpt-5,0.25,2,1,50.0
pilot_0112,gpt-5,0.0,3,0,50.0
pilot_0180,gpt-5,0.0,3,0,50.0
pilot_0219,gpt-5,0.0,1,0,50.0
pilot_0176,gpt-5,0.0,2,0,50.0
pilot_0130,gpt-5,0.16666666666666666,3,1,50.0
pilot_0236,gpt-5,0.0,2,0,50.0
pilot_0232,gpt-5,0.0,2,0,50.0
pilot_0159,gpt-5,0.0,2,0,50.0
pilot_0178,gpt-5,0.0,3,0,50.0
pilot_0164,gpt-5,0.0,3,0,50.0
pilot_0167,gpt-5,0.0,3,0,50.0
pilot_0229,gpt-5,0.0,2,0,50.0
pilot_0227,gpt-5,0.0,2,0,50.0
pilot_0220,gpt-5,0.0,2,0,50.0
pilot_0250,gpt-5,0.0,2,0,50.0
pilot_0278,gpt-5,0.0,3,0,50.0
pilot_0293,gpt-5,0.0,2,0,50.0
pilot_0225,gpt-5,0.0,3,0,50.0
pilot_0239,gpt-5,0.0,3,0,50.0
pilot_0285,gpt-5,0.0,3,0,50.0
pilot_0297,gpt-5,0.435,2,1,68.5
pilot_0289,gpt-5,0.0,3,0,50.0
pilot_0284,gpt-5,0.0,3,0,50.0
pilot_0206,gpt-5,0.0,2,0,50.0
pilot_0251,gpt-5,0.0,2,0,50.0
pilot_0313,gpt-5,0.0,2,0,50.0
pilot_0272,gpt-5,0.0,1,0,50.0
pilot_0253,gpt-5,0.0,1,0,50.0
pilot_0256,gpt-5,0.25,2,1,50.0
pilot_0261,gpt-5,0.0,2,0,50.0
pilot_0267,gpt-5,0.0,2,0,50.0
pilot_0266,gpt-5,0.0,2,0,50.0
pilot_0268,gpt-5,0.0,3,0,50.0
pilot_0199,gpt-5,0.0,3,0,50.0
pilot_0218,gpt-5,0.0,2,0,50.0
pilot_0260,gpt-5,0.0,3,0,50.0
pilot_0319,gpt-5,0.0,2,0,50.0
pilot_0322,gpt-5,0.0,2,0,50.0
pilot_0320,gpt-5,0.0,2,0,50.0
pilot_0323,gpt-5,0.0,2,0,50.0
pilot_0325,gpt-5,0.0,1,0,50.0
pilot_0216,gpt-5,0.0,2,0,50.0
pilot_0283,gpt-5,0.0,2,0,50.0
pilot_0258,gpt-5,0.0,3,0,50.0
pilot_0262,gpt-5,0.0,3,0,50.0
pilot_0275,gpt-5,0.0,2,0,50.0
pilot_0329,gpt-5,0.0,1,0,50.0
pilot_0326,gpt-5,0.0,1,0,50.0
pilot_0306,gpt-5,0.0,2,0,50.0
pilot_0286,gpt-5,0.0,2,0,50.0
pilot_0291,gpt-5,0.0,2,0,50.0
pilot_0254,gpt-5,0.0,2,0,50.0
pilot_0280,gpt-5,0.0,3,0,50.0
pilot_0296,gpt-5,0.0,2,0,50.0
pilot_0340,gpt-5,0.0,1,0,50.0
pilot_0328,gpt-5,0.0,2,0,50.0
pilot_0209,gpt-5,0.0,2,0,50.0
pilot_0288,gpt-5,0.0,2,0,50.0
pilot_0338,gpt-5,0.0,1,0,50.0
pilot_0300,gpt-5,0.0,2,0,50.0
pilot_0273,gpt-5,0.0,3,0,50.0
pilot_0274,gpt-5,0.0,2,0,50.0
pilot_0307,gpt-5,0.0,2,0,50.0
pilot_0265,gpt-5,0.0,3,0,50.0
pilot_0279,gpt-5,0.0,2,0,50.0
pilot_0314,gpt-5,0.0,2,0,50.0
pilot_0355,gpt-5,0.0,1,0,50.0
pilot_0295,gpt-5,0.16666666666666666,3,1,50.0
pilot_0303,gpt-5,0.0,3,0,50.0
pilot_0352,gpt-5,0.0,1,0,50.0
pilot_0342,gpt-5,0.0,2,0,50.0
pilot_0299,gpt-5,0.0,2,0,50.0
pilot_0312,gpt-5,0.0,2,0,50.0
pilot_0310,gpt-5,0.0,3,0,50.0
pilot_0318,gpt-5,0.0,2,0,50.0
pilot_0292,gpt-5,0.0,3,0,50.0
pilot_0327,gpt-5,0.425,2,1,67.5
pilot_0321,gpt-5,0.0,2,0,50.0
pilot_0270,gpt-5,0.0,3,0,50.0
pilot_0271,gpt-5,0.0,3,0,50.0
pilot_0343,gpt-5,0.0,3,0,50.0
pilot_0376,gpt-5,0.0,1,0,50.0
pilot_0331,gpt-5,0.0,1,0,50.0
pilot_0316,gpt-5,0.0,2,0,50.0
pilot_0290,gpt-5,0.0,2,0,50.0
pilot_0298,gpt-5,0.0,3,0,50.0
pilot_0339,gpt-5,0.0,1,0,50.0
pilot_0304,gpt-5,0.0,3,0,50.0
pilot_0287,gpt-5,0.0,2,0,50.0
pilot_0301,gpt-5,0.0,2,0,50.0
pilot_0349,gpt-5,0.0,1,0,50.0
pilot_0370,gpt-5,0.0,2,0,50.0
pilot_0360,gpt-5,0.0,3,0,50.0
pilot_0363,gpt-5,0.0,3,0,50.0
pilot_0334,gpt-5,0.0,2,0,50.0
pilot_0392,gpt-5,0.0,1,0,50.0
pilot_0337,gpt-5,0.0,2,0,50.0
pilot_0344,gpt-5,0.0,2,0,50.0
pilot_0396,gpt-5,0.0,1,0,50.0
pilot_0315,gpt-5,0.25,2,1,50.0
pilot_0379,gpt-5,0.0,1,0,50.0
pilot_0317,gpt-5,0.25,2,1,50.0
pilot_0345,gpt-5,0.0,3,0,50.0
pilot_0381,gpt-5,0.0,1,0,50.0
pilot_0403,gpt-5,0.0,1,0,50.0
pilot_0372,gpt-5,0.0,2,0,50.0
pilot_0375,gpt-5,0.0,2,0,50.0
pilot_0351,gpt-5,0.0,3,0,50.0
pilot_0361,gpt-5,0.0,3,0,50.0
pilot_0409,gpt-5,0.0,1,0,50.0
pilot_0324,gpt-5,0.0,3,0,50.0
pilot_0347,gpt-5,0.0,3,0,50.0
pilot_0402,gpt-5,0.0,2,0,50.0
pilot_0405,gpt-5,0.0,2,0,50.0
pilot_0371,gpt-5,0.0,3,0,50.0
pilot_0408,gpt-5,0.0,2,0,50.0
pilot_0365,gpt-5,0.0,2,0,50.0
pilot_0415,gpt-5,0.0,2,0,50.0
pilot_0407,gpt-5,0.0,3,0,50.0
pilot_0358,gpt-5,0.0,2,0,50.0
pilot_0311,gpt-5,0.0,3,0,50.0
pilot_0332,gpt-5,0.0,2,0,50.0
pilot_0330,gpt-5,0.0,2,0,50.0
pilot_0359,gpt-5,0.0,2,0,50.0
pilot_0333,gpt-5,0.0,2,0,50.0
pilot_0335,gpt-5,0.0,2,0,50.0
pilot_0346,gpt-5,0.0,2,0,50.0
pilot_0350,gpt-5,0.0,3,0,50.0
pilot_0393,gpt-5,0.0,2,0,50.0
pilot_0394,gpt-5,0.0,2,0,50.0
pilot_0423,gpt-5,0.0,2,0,50.0
pilot_0422,gpt-5,0.0,3,0,50.0
pilot_0383,gpt-5,0.0,3,0,50.0
pilot_0391,gpt-5,0.0,2,0,50.0
pilot_0421,gpt-5,0.0,1,0,50.0
pilot_0425,gpt-5,0.0,3,0,50.0
pilot_0438,gpt-5,0.0,2,0,50.0
pilot_0336,gpt-5,0.0,3,0,50.0
pilot_0356,gpt-5,0.0,2,0,50.0
pilot_0367,gpt-5,0.0,3,0,50.0
pilot_0395,gpt-5,0.0,2,0,50.0
pilot_0386,gpt-5,0.0,3,0,50.0
pilot_0418,gpt-5,0.0,1,0,50.0
pilot_0427,gpt-5,0.0,2,0,50.0
pilot_0389,gpt-5,0.0,3,0,50.0
pilot_0357,gpt-5,0.0,3,0,50.0
pilot_0445,gpt-5,0.0,2,0,50.0
pilot_0410,gpt-5,0.0,2,0,50.0
pilot_0368,gpt-5,0.0,2,0,50.0
pilot_0362,gpt-5,0.0,2,0,50.0
pilot_0411,gpt-5,0.0,2,0,50.0
pilot_0441,gpt-5,0.0,1,0,50.0
pilot_0414,gpt-5,0.0,2,0,50.0
pilot_0460,gpt-5,0.0,1,0,50.0
pilot_0464,gpt-5,0.0,1,0,50.0
pilot_0373,gpt-5,0.0,2,0,50.0
pilot_0384,gpt-5,0.16666666666666666,3,1,50.0
pilot_0399,gpt-5,0.0,2,0,50.0
pilot_0424,gpt-5,0.0,2,0,50.0
pilot_0380,gpt-5,0.0,2,0,50.0
pilot_0429,gpt-5,0.0,2,0,50.0
pilot_0426,gpt-5,0.0,2,0,50.0
pilot_0417,gpt-5,0.0,2,0,50.0
pilot_0341,gpt-5,0.0,3,0,50.0
pilot_0413,gpt-5,0.0,2,0,50.0
pilot_0458,gpt-5,0.0,2,0,50.0
pilot_0378,gpt-5,0.0,3,0,50.0
pilot_0406,gpt-5,0.0,2,0,50.0
pilot_0479,gpt-5,0.0,1,0,50.0
pilot_0398,gpt-5,0.0,2,0,50.0
pilot_0437,gpt-5,0.0,2,0,50.0
pilot_0412,gpt-5,0.0,3,0,50.0
pilot_0440,gpt-5,0.0,2,0,50.0
pilot_0455,gpt-5,0.0,1,0,50.0
pilot_0419,gpt-5,0.0,2,0,50.0
pilot_0420,gpt-5,0.0,2,0,50.0
pilot_0430,gpt-5,0.2833333333333333,3,1,61.666666666666664
pilot_0472,gpt-5,0.0,2,0,50.0
pilot_0434,gpt-5,0.0,2,0,50.0
pilot_0442,gpt-5,0.0,3,0,50.0
pilot_0466,gpt-5,0.0,2,0,50.0
pilot_0432,gpt-5,0.0,2,0,50.0
pilot_0401,gpt-5,0.0,3,0,50.0
pilot_0400,gpt-5,0.0,3,0,50.0
pilot_0428,gpt-5,0.0,2,0,50.0
pilot_0433,gpt-5,0.16666666666666666,3,1,50.0
pilot_0468,gpt-5,0.0,2,0,50.0
pilot_0478,gpt-5,0.0,1,0,50.0
pilot_0447,gpt-5,0.0,2,0,50.0
pilot_0483,gpt-5,0.0,2,0,50.0
pilot_0498,gpt-5,0.0,1,0,50.0
pilot_0490,gpt-5,0.425,2,1,67.5
pilot_0493,gpt-5,0.0,2,0,50.0
pilot_0449,gpt-5,0.0,3,0,50.0
pilot_0480,gpt-5,0.16666666666666666,3,1,50.0
pilot_0416,gpt-5,0.0,3,0,50.0
pilot_0482,gpt-5,0.0,2,0,50.0
pilot_0463,gpt-5,0.0,2,0,50.0
pilot_0390,gpt-5,0.0,3,0,50.0
pilot_0444,gpt-5,0.0,2,0,50.0
pilot_0613,gpt-5,0.0,1,0,50.0
pilot_0446,gpt-5,0.0,2,0,50.0
pilot_0448,gpt-5,0.0,2,0,50.0
pilot_0471,gpt-5,0.25,2,1,50.0
pilot_0608,gpt-5,0.0,2,0,50.0
pilot_0609,gpt-5,0.0,2,0,50.0
pilot_0620,gpt-5,0.0,1,0,50.0
pilot_0435,gpt-5,0.0,3,0,50.0
pilot_0621,gpt-5,0.0,1,0,50.0
pilot_0451,gpt-5,0.0,3,0,50.0
pilot_0459,gpt-5,0.0,2,0,50.0
pilot_0494,gpt-5,0.0,2,0,50.0
pilot_0481,gpt-5,0.25,2,1,50.0
pilot_0452,gpt-5,0.0,3,0,50.0
pilot_0450,gpt-5,0.0,3,0,50.0
pilot_0439,gpt-5,0.0,3,0,50.0
pilot_0602,gpt-5,0.0,1,0,50.0
pilot_0497,gpt-5,0.25,2,1,50.0
pilot_0601,gpt-5,0.0,2,0,50.0
pilot_0617,gpt-5,0.0,2,0,50.0
pilot_0614,gpt-5,0.0,1,0,50.0
pilot_0474,gpt-5,0.0,3,0,50.0
pilot_0615,gpt-5,0.0,2,0,50.0
pilot_0629,gpt-5,0.0,1,0,50.0
pilot_0473,gpt-5,0.0,2,0,50.0
pilot_0436,gpt-5,0.0,3,0,50.0
pilot_0612,gpt-5,0.0,2,0,50.0
pilot_0476,gpt-5,0.0,3,0,50.0
pilot_0467,gpt-5,0.0,2,0,50.0
pilot_0610,gpt-5,0.0,2,0,50.0
pilot_0489,gpt-5,0.0,2,0,50.0
pilot_0456,gpt-5,0.0,3,0,50.0
pilot_0454,gpt-5,0.0,3,0,50.0
pilot_0638,gpt-5,0.0,1,0,50.0
pilot_0492,gpt-5,0.0,3,0,50.0
pilot_0649,gpt-5,0.0,1,0,50.0
pilot_0600,gpt-5,0.0,2,0,50.0
pilot_0484,gpt-5,0.0,2,0,50.0
pilot_0606,gpt-5,0.0,2,0,50.0
pilot_0654,gpt-5,0.0,1,0,50.0
pilot_0605,gpt-5,0.0,2,0,50.0
pilot_0619,gpt-5,0.2833333333333333,3,1,61.666666666666664
pilot_0485,gpt-5,0.0,3,0,50.0
pilot_0628,gpt-5,0.0,2,0,50.0
pilot_0627,gpt-5,0.42,2,1,67.0
pilot_0457,gpt-5,0.0,3,0,50.0
pilot_0486,gpt-5,0.0,3,0,50.0
pilot_0684,gpt-5,0.0,1,0,50.0
pilot_0662,gpt-5,0.0,2,0,50.0
pilot_0661,gpt-5,0.0,2,0,50.0
